Tite,Year,Certification,duration,genre,rating
Santa Clarita Diet,2013,TV-14,11,Animation,8.2
Maestro,2007,TV-PG,117,Comedy,6.7
Man vs. Bee,2019,PG,99,Action,6.4
Things Heard & Seen,2019,PG-13,110,Biography,6.7
Guillermo del Toro's Cabinet of Curiosities,2021,R,,Action,7.8
Timeless,2015,TV-14,42,Action,7.9
Girl in the Picture,2011,TV-14,331,Action,8.5
Hush,2017,TV-MA,117,Drama,6.3
Neon Genesis Evangelion,2017,Unrated,30,Comedy,7.8
The Cuphead Show!,2022,,,Short,6.7
A Perfect Pairing,2021,TV-PG,121,Drama,5.3
Rampage,2016,,60,Action,7.6
Contact,2022,TV-14,101,Documentary,7.2
The Woman in the Window,2016,TV-MA,82,Horror,6.6
Copshop,1995,R,24,Animation,8.5
In the Heart of the Sea,1995,TV-MA,177,Action,6.2
The Starling,2022,PG-13,12,Animation,7.4
Between Two Ferns: The Movie,2022,TV-Y7,101,Comedy,6.1
Aftermath,2004,TV-14,137,Action,8
White House Down,2018,R,107,Action,6.1
The Dirt,1997,PG-13,150,Drama,7.5
The Post,2021,PG,100,Crime,5.7
Luke Cage,2021,R,107,Action,6.2
Firefly Lane,2015,R,122,Action,6.9
Vincenzo,2021,PG-13,102,Comedy,6.3
Pera Palas'ta Gece Yarisi,2019,PG-13,82,Comedy,6.1
I Care a Lot,2021,TV-MA,114,Drama,5.3
To Kill a Mockingbird,2013,TV-MA,131,Action,6.3
Unbreakable Kimmy Schmidt,2019,PG-13,107,Biography,6.9
Munich: The Edge of War,2017,TV-MA,116,Biography,7.2
Kim's Convenience,2016,PG-13,55,Action,7.3
The Chestnut Man,2021,TV-MA,,Drama,7.4
Security,2021,TV-MA,80,Action,8.4
Lilo & Stitch,2022,Not Rated,45,Drama,7.1
Perfect Blue,2020,TV-14,118,Comedy,6.3
The Boondocks,1962,R,129,Crime,8.3
The Firm,2015,Approved,30,Comedy,7.6
Another Self,2021,TV-14,130,Biography,6.8
Mob Psycho 100,2016,PG-13,22,Comedy,8.2
The Invisible Guest,2021,TV-14,50,Crime,7.7
Glitch,2017,TV-MA,88,Action,5.7
Night Teeth,2002,R,85,Animation,7.3
Jurassic Park III,1997,PG,81,Animation,8
Bad Teacher,2005,R,22,Animation,8.5
The Snowman,1993,TV-MA,154,Drama,6.8
Fuller House,2022,R,50,Drama,6.3
The Kissing Booth,2016,TV-MA,24,Animation,8.6
No One Gets Out Alive,2016,TV-14,106,Crime,8
Ludik,2015,TV-MA,45,Drama,7.2
Conan the Barbarian,2021,TV-MA,107,Action,5.6
Troll,2001,TV-14,92,Action,5.9
The Weekend Away,2011,PG-13,92,Comedy,5.6
1922,2017,R,119,Crime,5.1
A Jazzman's Blues,2016,R,30,Comedy,6.7
Ash vs Evil Dead,2018,TV-G,105,Comedy,5.9
The Fate of the Furious,2021,TV-14,87,Drama,5.3
Warrior Nun,2022,R,60,Crime,5.4
Versailles,2011,TV-MA,113,Action,5.1
My Neighbor Totoro,2022,,89,Crime,5.6
Green Room,2017,TV-14,102,Crime,6.2
The Last Dance,2022,TV-MA,127,Drama,6
Serendipity,2015,R,30,Action,8.4
Blue Mountain State,2017,TV-MA,136,Action,6.6
Black Summer,2020,PG-13,,Action,6.9
127 Hours,2014,TV-MA,43,Drama,8.5
The Founder,2015,TV-MA,52,Biography,7.9
Black Crab,2006,TV-MA,24,Animation,8.7
12 Monkeys,1988,TV-14,86,Animation,8.1
Extraction 2,2015,G,95,Crime,7
Murder Mystery,2020,R,491,Documentary,9.1
Dota: Dragon's Blood,2001,TV-MA,90,Comedy,6.8
Havoc,2010,PG-13,22,Comedy,8.3
The Defenders,2019,TV-MA,40,Action,6.5
Manhunt,2010,TV-MA,94,Biography,7.6
Hunt for the Wilderpeople,2016,R,115,Biography,7.2
What Happened to Monday,2022,PG-13,114,Action,5.6
Kate,2015,TV-MA,42,Adventure,7.7
As Good as It Gets,2019,,97,Action,6
Below Deck,2021,PG-13,25,Animation,7.8
300: Rise of an Empire,2017,,50,Action,7.2
Against the Ice,2017,TV-MA,60,Biography,8.1
Maniac,2016,TV-14,101,Adventure,7.8
Clark,2017,PG-13,123,Action,6.8
The A-Team,2021,TV-MA,106,Action,6.2
The Danish Girl,1994,R,119,Crime,6.7
Deliver Us from Evil,1997,PG-13,139,Comedy,7.7
Escape Room: Tournament of Champions,2013,PG-13,43,Reality,7.4
Jeepers Creepers III,2021,TV-14,114,Animation,7.6
The Order,2014,PG,102,Action,6.2
Intrusion,2022,R,102,Adventure,6.5
Who Killed Sara?,2018,TV-MA,386,Comedy,7.7
Fractured,2022,TV-MA,362,Action,7.4
The Secret Life of Pets,2010,TV-MA,117,Action,6.7
Jurassic World: Camp Cretaceous,2015,PG-13,119,Biography,7.1
Brazen,2014,R,118,Action,6.2
Love,2021,R,88,Action,5.7
Bee & Puppycat: Lazy in Space,2017,PG-13,100,Horror,3.9
Under the Dome,2019,Not Rated,60,Drama,6.7
Rebecca,2021,TV-MA,92,Drama,5.2
Fantasy Island,2021,TV-14,40,Crime,6.4
The Witcher: Blood Origin,2019,TV-MA,99,Thriller,6.4
Utopia,2016,TV-MA,87,Animation,6.5
The Bad Batch,2020,PG,24,Animation,7.5
Marco Polo,2022,TV-PG,94,Crime,4.1
The Killer,2016,TV-14,50,Comedy,7.7
Locke,1960,TV-MA,197,Adventure,7.9
Below Zero,2013,PG-13,,Animation,8.7
Insatiable,2013,TV-PG,43,Drama,6.5
Tekken: Bloodline,2020,TV-14,123,Drama,6
Our Man from Jersey,2020,PG-13,109,Fantasy,4.9
The Festival of Troubadours,2013,TV-MA,50,Drama,8.4
Family Secrets,2016,TV-MA,118,Action,5.2
Awakenings,2014,R,60,Action,8
The Kominsky Method,2013,,85,Drama,7.1
I Am a Killer,2021,R,106,Action,6.2
The Trial of the Chicago 7,2018,TV-MA,45,Comedy,6.5
Slasher,2022,TV-MA,,Animation,6.7
Triple Frontier,2022,,60,Drama,6.4
Lord of War,2022,TV-MA,102,Drama,5.9
Planet of the Apes,2022,TV-14,50,Comedy,5.9
The Society,1990,TV-MA,121,Biography,7.8
Noah,2022,PG-13,125,Action,5.3
Hachi: A Dog's Tale,2018,TV-14,30,Comedy,8.2
Frontier,2018,TV-MA,52,Documentary,7.4
Gunpowder Milkshake,2020,TV-MA,129,Drama,7.7
Athena,2016,R,60,Crime,6.7
The Office Blind Date,2020,Not Rated,45,Action,7.5
Ender's Game,2019,TV-MA,125,Action,6.4
God's Favorite Idiot,2005,R,122,Crime,7.6
Choose or Die,1968,R,112,Adventure,8
Moesha,2019,G,58,Drama,7.1
Dirty John,2014,TV-MA,138,Action,5.8
Unorthodox,2009,PG-13,93,Biography,8.1
Indian Predator: The Butcher of Delhi,2016,G,60,Adventure,7.1
Rango,2021,TV-MA,114,Action,6
To All the Boys I've Loved Before,2022,R,99,Action,7
Diorama,2022,R,60,Comedy,8.1
Hannah Montana,2013,TV-14,114,Action,6.6
His House,2022,PG-13,30,Comedy,5.7
You're Next,2022,TV-MA,84,Drama,4.7
Seoul Vibe,1996,MA-17,30,Comedy,5.8
Spy Kids,2018,TV-PG,44,Crime,7.2
I Am Not Okay with This,2020,TV-14,53,Drama,8
Young Royals,2022,TV-MA,125,Documentary,6
Flashdance,2011,TV-MA,107,Animation,7.2
Eurovision Song Contest: The Story of Fire Saga,2018,PG,99,Comedy,7
Gangubai Kathiawadi,2022,TV-14,99,Romance,5.2
Brand New Cherry Flavor,2006,,23,Comedy,5.2
Impractical Jokers,2020,TV-G,93,Drama,6.5
Haikyu!!,2011,TV-14,95,Horror,6.5
It's Okay to Not Be Okay,2022,R,138,Action,5.5
There's Someone Inside Your House,2001,TV-MA,88,Action,5.6
Sweet Home,2020,PG,30,Comedy,7.5
The Dictator,2021,TV-MA,50,Drama,8.3
Peppa Pig,1983,TV-MA,95,Drama,6.2
Love Hard,2020,R,123,Comedy,6.5
Hometown Cha-Cha-Cha,2022,PG-13,152,Biography,7
The Tourist,2021,TV-MA,342,Drama,7.1
Teen Titans Go!,2011,TV-MA,30,Comedy,8.6
Set It Up,2014,TV-14,24,Animation,8.7
Happy!,2020,TV-14,80,Comedy,8.6
Home Team,2021,TV-MA,96,Horror,4.8
H2O: Just Add Water,2020,TV-MA,52,Drama,7.3
Bill & Ted Face the Music,2012,TV-MA,83,Comedy,6.4
Untitled Kanye West Documentary,2004,R,9,Animation,6.3
Scream: The TV Series,2021,TV-Y,104,Comedy,6.3
Z Nation,2021,TV-MA,70,Comedy,8.4
Escape Plan,2010,TV-14,103,Action,6
Hellbound,2013,PG-13,10,Animation,5.4
Mank,2018,TV-PG,105,Comedy,6.5
Sacred Games,2017,TV-14,60,Action,8.1
In the Shadow of the Moon,2022,TV-MA,95,Comedy,6
Are You Afraid of the Dark?,2006,PG,23,Drama,7.2
News of the World,2020,TV-PG,91,Adventure,5.9
The Meyerowitz Stories,2022,PG-13,93,Documentary,8.6
The Windsors,2015,Not Rated,45,Comedy,7.1
Hemlock Grove,2014,TV-14,44,Action,6.7
The Mauritanian,2013,TV-14,115,Action,6.7
Royalteen,2021,R,150,Crime,6.6
Kota Factory,2020,TV-MA,131,Biography,6.8
Honest Thief,2018,R,50,Action,8.5
How It Ends,2019,TV-MA,115,Action,6.2
Triple 9,1990,TV-MA,30,Drama,8.2
Too Hot to Handle,2020,TV-PG,118,Action,6.8
Pain Hustlers,2017,PG-13,112,Comedy,6.9
My Name,2016,TV-MA,30,Comedy,7.1
Parallel Mothers,2013,TV-MA,46,Drama,7
Clickbait,2021,TV-MA,129,Biography,7.4
The Little Mermaid,2022,R,107,Drama,5.3
The Innocent,2019,TV-MA,45,Comedy,9.1
Till Death,2020,TV-14,99,Action,6
Criminal: UK,2018,PG-13,113,Action,5
Master of None,2016,TV-MA,115,Action,6.3
Knightfall,2020,R,40,Game,4.7
The King's Affection,2021,,50,Action,7.8
Easy,2021,TV-MA,123,Drama,7.1
Party of Five,2021,R,368,Crime,7.2
Living with Yourself,2018,TV-MA,85,Adventure,4.2
The Last Letter from Your Lover,2021,PG,467,Crime,7.8
Jupiter's Legacy,2021,TV-MA,88,Thriller,5.8
Tokyo Revengers,2019,R,43,Crime,7.6
Sword Art Online,2015,TV-MA,30,Comedy,8.2
Okja,2017,TV-MA,60,Action,6.8
Another Life,2020,TV-14,101,Comedy,5.8
The Musketeers,2021,TV-MA,,Drama,7.9
MILF,2016,TV-PG,30,Comedy,6.9
Steins;Gate,1994,TV-MA,60,Drama,6.8
Roma,2019,TV-PG,26,Comedy,7.2
The Thundermans,2021,TV-MA,110,Drama,6.7
Homefront,2021,TV-MA,56,Action,6.7
The Politician,2021,TV-MA,24,Animation,8.1
The Guernsey Literary and Potato Peel Pie Society,2012,TV-14,24,Animation,7.6
Cosmos: A Spacetime Odyssey,2017,TV-14,120,Action,7.3
The Hand of God,2019,TV-MA,43,Adventure,5.2
The Dig,2014,TV-MA,55,Adventure,7.8
The Ten Commandments,2018,TV-14,101,Comedy,4.8
Hotel Mumbai,2011,TV-MA,24,Animation,8.8
Southpaw,2018,TV-14,135,Drama,7.7
Safe,2013,R,23,Action,5.6
Twenty Five Twenty One,2013,TV-G,100,Action,6.5
Young Guns II,2019,R,42,Comedy,7.5
Flower of Evil,2018,TV-14,124,Drama,7.3
Maggie,2014,TV-14,557,Documentary,9.3
Once Upon a Small Town,2021,TV-PG,130,Drama,7.3
Salem,2021,R,112,Biography,7.1
Pixels,1956,PG-13,220,Adventure,7.9
Step Up,2018,G,123,Action,7.6
She,2015,R,124,Action,7.3
Guardian: The Lonely and Great God,2018,R,356,Crime,7.2
Pose,2022,TV-MA,70,Drama,8.6
Tommy Boy,1990,TV-14,104,Action,6.5
ZeroZeroZero,2020,PG-13,70,Crime,8.7
Gypsy,2015,,95,Drama,5.6
The Challenge,2022,PG-13,,Drama,8.5
I Am All Girls,2014,,60,Drama,7.1
Dark Places,2017,TV-MA,108,Action,6.4
Mushoku Tensei: Jobless Reincarnation,2015,R,105,Action,5.6
Jaws 2,2006,PG-13,104,Crime,6.5
Hollywood,2020,PG-13,,Crime,6.4
Kaguya-sama: Love is War,2016,TV-MA,120,Comedy,8.6
Jamtara: Sabka Number Ayega,2018,TV-14,60,Drama,8.6
Running with the Devil: The Wild World of John McAfee,1995,TV-MA,97,Adventure,7.1
Blood Red Sky,2019,PG-13,60,Crime,8.2
Selling Sunset,2017,TV-MA,51,Drama,6.8
The Lucky One,1998,TV-MA,60,Adventure,7.8
F Is for Family,2021,TV-14,107,Crime,5.9
Stowaway,2015,TV-MA,113,Crime,6.2
Dirk Gently's Holistic Detective Agency,2021,R,24,Animation,8.4
Formula 1: Drive to Survive,1978,TV-14,116,Adventure,5.8
Apostle,2020,PG,347,Drama,7.5
CHIPS,2019,TV-MA,24,Animation,8.6
The Protector,2020,TV-14,29,Crime,7.3
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,,105,Documentary,5.9
Finding Dory,2021,TV-MA,121,Action,6.1
The Next Three Days,2019,TV-MA,30,Reality,6.5
Human Resources,2012,TV-MA,101,Drama,6.4
101 Dalmatians,2015,PG-13,30,Animation,8
Desperado,2021,TV-MA,116,Adventure,5.6
Vivo,2016,TV-MA,60,Action,8.2
Deepwater Horizon,2019,TV-14,40,Documentary,8.6
Goosebumps,2018,TV-MA,130,Drama,6.3
Out of the Furnace,2017,TV-MA,100,Action,6
The Promised Neverland,2018,R,40,Action,6.5
Everything Sucks!,2022,TV-MA,82,Animation,5.9
Inside the Mind of a Cat,2016,TV-Y7,97,Animation,7.3
The Defeated,2010,PG,133,Action,7.3
The Ugly Truth,2022,PG-13,30,Animation,7.2
The Suite Life of Zack & Cody,1996,TV-MA,103,Adventure,5.7
Nanatsu no taizai,1995,G,104,Action,7.1
Alias Grace,2021,R,95,Animation,6.6
The DUFF,2016,PG,107,Action,7.1
Toscana,1995,PG-13,22,Fantasy,7.6
Kung Fu Panda 3,2013,TV-Y7,116,Action,6.7
Keeping Up with the Kardashians,2019,R,23,Animation,8.3
Vikingane,2018,TV-14,30,Comedy,7.5
Rise of the Teenage Mutant Ninja Turtles,2022,TV-14,67,Documentary,6.9
Verónica,2020,TV-PG,45,Drama,7
The Quick and the Dead,2009,TV-MA,96,Comedy,6.4
Shattered,2005,R,30,Comedy,6.5
The Midnight Sky,2014,TV-G,24,Animation,7.9
Force of Nature,2017,TV-14,267,Biography,7.7
Scary Movie V,2015,TV-MA,101,Comedy,6.4
How to Train Your Dragon: The Hidden World,2022,PG-13,90,Drama,5.7
Coroner,2016,TV-MA,95,Animation,7.1
Vis a vis,2006,PG,44,Drama,2.8
Death Wish,2016,TV-14,30,Comedy,7.7
Oz the Great and Powerful,2018,TV-MA,22,Animation,5.1
Sand Castle,2017,TV-Y7-FV,105,Horror,6.2
Easy Rider,1995,TV-MA,108,Action,6.5
Torchwood,2017,R,101,Crime,4.5
Malcolm & Marie,2022,TV-MA,92,Thriller,5
Ponyo,2020,R,118,Adventure,5.6
Hypnotic,2020,PG-13,91,Crime,4.5
Holidate,2013,R,86,Comedy,3.5
"Boo, Bitch",2019,PG-13,104,Animation,7.4
3%,2019,PG,60,Crime,6.7
The In Between,2015,TV-MA,53,Drama,8.2
College Romance,2018,TV-MA,107,Action,6.3
The Silent Sea,2013,R,130,Adventure,6.3
Cursed,2017,PG,113,Action,6.3
I See You,1969,TV-MA,95,Adventure,7.3
What/If,2006,R,50,Action,7.7
We Can Be Heroes,2021,TV-MA,106,Drama,6.6
Descendants of the Sun,2008,R,101,Animation,7.6
Begin Again,2021,G,88,Mystery,5.3
The Human Centipede 2 (Full Sequence),2020,TV-14,104,Comedy,6.1
The Croods,2022,TV-MA,202,Comedy,5.8
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,2016,TV-14,49,Action,7.3
Money Heist: Korea - Joint Economic Area,2022,TV-MA,115,Drama,5.9
Mirage,2018,PG-13,30,Comedy,8.4
Baki,2021,TV-MA,45,Adventure,6.9
Project Power,2020,TV-MA,60,Adventure,5.9
Call My Agent!,2019,TV-MA,98,Crime,6.8
To the Lake,2019,R,55,Drama,6.3
Erased,2020,TV-14,100,Action,4.7
The Cloverfield Paradox,2016,PG,60,Action,8.3
Messiah,2013,TV-14,104,Comedy,7.4
Heist,2011,R,91,Horror,3.8
Miracle in Cell No. 7,2013,Not Rated,98,Animation,7.2
Blue Jasmine,1996,PG,89,Comedy,6.5
American Vandal,2022,R,60,Action,5.3
The Wrong Missy,2018,TV-MA,128,Drama,7.4
Mr. Sunshine,2018,TV-MA,45,Animation,6.7
Alice Through the Looking Glass,2020,TV-MA,113,Action,6
The Trip,2015,R,52,Comedy,8.3
Welcome to Eden,2019,TV-MA,48,Drama,7.2
L.A.'s Finest,2016,TV-MA,264,Animation,8.5
Extremely Loud & Incredibly Close,2018,TV-14,102,Action,5.5
The Italian Job,2020,PG-13,43,Drama,7.6
Along for the Ride,2015,TV-MA,93,Action,6.1
Final Space,2019,R,132,Drama,8.2
Daybreak,2013,TV-14,98,Comedy,7.3
The Ice Road,2017,PG-13,34,Comedy,8.1
Now You See Me 2,2020,TV-MA,90,Comedy,5.7
From Scratch,2018,TV-MA,80,Action,8.7
Father of the Bride Part 3 (ish),2016,TV-MA,113,Adventure,6.1
Forgotten,2021,PG,113,Action,6.9
Hillbilly Elegy,2022,TV-MA,40,Action,5.5
R.I.P.D.,2019,TV-MA,60,Action,6.1
Dirty Grandpa,2011,TV-14,129,Adventure,6.9
Colony,1969,PG-13,99,Action,7.2
The Dark Crystal: Age of Resistance,2022,G,106,Drama,6.1
High School DxD,2018,TV-14,30,Animation,8.2
Crashing,2019,TV-14,60,Action,6.7
The Guardians of Justice (Will Save You!),2021,TV-MA,109,Action,5.6
Dogs in Space,2016,PG-13,129,Action,6.4
White Girl,2020,,26,Short,6.9
Skandal! Bringing Down Wirecard,2017,Not Rated,108,Mystery,7.4
Friends from College,2020,TV-MA,116,Drama,6.7
Spenser Confidential,2013,R,96,Action,5.6
The F**k-It List,2016,PG-13,102,Comedy,5.9
Chef's Table,2016,R,42,Action,7.3
Man Down,2019,TV-14,60,Adventure,8.4
The Beauty Queen of Jerusalem,2012,TV-PG,23,Animation,7.6
Insidious: Chapter 2,2016,TV-MA,30,Comedy,7.7
Fruits Basket,2022,TV-MA,30,Animation,4.9
Seven Seconds,2021,TV-MA,18,Animation,7.1
Mechanic: Resurrection,2015,TV-Y7,113,Drama,6.6
Itaewon Class,2016,R,88,Crime,5.7
The Vietnam War,2022,TV-MA,92,Documentary,7.2
Downsizing,2017,TV-14,30,Comedy,6.9
Serenity,2020,TV-MA,111,Action,6.2
Mirror Mirror,2020,R,103,Comedy,5.1
You Don't Know Me,2015,TV-MA,50,Documentary,8.5
"Good Morning, Verônica",2013,TV-MA,30,Comedy,7.6
Eli,2021,TV-MA,28,Drama,7.2
Dreamgirls,2013,TV-MA,106,Horror,6.5
Bordertown,2019,PG-13,24,Animation,8.6
Fabulous Lives of Bollywood Wives,2018,TV-14,60,Crime,7.7
Off the Hook,2016,TV-MA,98,Action,5.7
The Wolf of Snow Hollow,2020,R,70,Drama,8.2
Girl From Nowhere,2017,TV-MA,990,Documentary,9.1
Cuckoo,2017,TV-MA,135,Drama,5.7
Still Game,2019,R,106,Drama,5.4
Total Recall,2012,R,106,Adventure,5.6
Lilyhammer,2021,PG,60,Crime,6.8
Winx Club,2020,TV-MA,49,Crime,7.5
The Adventures of Sharkboy and Lavagirl 3-D,2019,TV-MA,98,Drama,5.8
Takers,2006,R,130,Drama,6.6
Black Lightning,2016,PG-13,60,Crime,7.6
Tuca & Bertie,2020,TV-MA,35,Documentary,4.6
The Lorax,2022,TV-MA,30,Comedy,6.4
Velvet Buzzsaw,2020,TV-MA,85,Comedy,6.2
"Re: Zero, Starting Life in Another World",2018,R,45,Crime,7.6
The Old Guard 2,2012,TV-MA,30,Comedy,7.2
Bright,2002,TV-14,30,Comedy,8.9
Swallow,2012,TV-14,118,Action,6.2
Young Lady and Gentleman,2012,PG-13,45,Comedy,7.9
Colombiana,2004,TV-MA,25,Animation,6.1
Katla,2004,TV-Y7,93,Action,3.6
StartUp,2010,PG,107,Action,6.2
Capitani,2017,PG-13,43,Action,6.1
Mother/Android,2019,TV-14,26,Animation,7.3
Aileen Wuornos: American Boogeywoman,2012,TV-MA,86,Animation,6.4
The Three-Body Problem,2019,PG,113,Horror,5.7
Mercury Rising,2016,R,24,Animation,8.1
The Highwaymen,2017,,117,Action,6.3
Child's Play,2019,TV-MA,94,Drama,6.5
Prey,2021,R,70,Comedy,6.4
Miss Fisher's Murder Mysteries,2011,,108,Action,6.4
Roman Empire,2021,PG-13,,Drama,7
Child 44,2016,TV-MA,44,Crime,7.8
The Rain,2019,Not Rated,312,Crime,6.6
Fatherhood,2021,TV-MA,110,Drama,4.9
The Staircase,2021,R,85,Drama,3.7
You're Nothing Special,1998,,111,Action,6.1
RuPaul's Secret Celebrity Drag Race,2022,R,33,Comedy,6.8
From Dusk Till Dawn: The Series,2019,TV-MA,132,Biography,6.9
Toy Boy,2019,R,90,Drama,5.7
Hold Tight,2021,R,87,Adventure,4.3
Fairy Tail,2012,TV-MA,60,Crime,8.2
Fidelity,2016,TV-PG,48,Documentary,7
13: The Musical,2015,TV-MA,137,Crime,6.4
Untold: The Race of the Century,2018,R,45,Drama,6.3
Spy Kids 3: Game Over,2021,TV-MA,109,Comedy,6.6
All the Bright Places,2004,PG-13,629,Documentary,7.8
A Classic Horror Story,2021,TV-MA,24,Animation,8.2
Resident Evil: The Final Chapter,2022,TV-14,35,Comedy,5.6
Once Upon a Time in Mexico,2020,TV-MA,63,Game,6.8
El Chapo,2014,TV-14,45,Action,6.8
Continuum,2019,TV-MA,,Action,6.5
Worth,2022,TV-MA,284,Crime,6.1
This Is England,2009,TV-MA,24,Animation,7.9
Eye See You,2022,TV-14,40,Drama,6.4
Dr. Stone,2022,TV-MA,91,Comedy,5.2
Kiki's Delivery Service,2022,PG,83,Documentary,7.3
Awake,2003,,84,Action,4.3
One Day at a Time,2020,PG,107,Drama,6.5
Kyle XY,2021,TV-MA,95,Drama,5.7
The Irregulars,2016,TV-MA,107,Action,5.5
Power Rangers Dino Fury,2003,R,102,Action,6.3
Mudbound,2017,R,43,Biography,7.8
Zoo,2012,TV-MA,45,Action,7.6
"Hello, Goodbye and Everything in Between",2020,TV-14,118,Biography,6.8
Jo Koy: Live from the Los Angeles Forum,2006,PG-13,101,Crime,7.7
The Dragon Prince,2002,Not Rated,96,Crime,5.3
Killjoys,2019,R,24,Animation,8.1
Eagle Eye,1989,TV-14,103,Animation,7.8
Oxygen,2021,G,96,Action,4.9
Passing,2017,TV-MA,30,Comedy,8.1
#Alive,2006,TV-PG,60,Drama,7.5
Late Night,2021,TV-14,,Crime,5.9
The Shack,2021,TV-14,21,Action,6.8
Sweet Girl,2017,TV-Y7,134,Drama,7.4
The Devil's Own,2015,R,42,Drama,6.6
Fawlty Towers,2022,TV-14,82,Comedy,5
The Forest,2022,TV-14,74,Comedy,7.2
This Means War,2018,TV-MA,26,Animation,8.4
The Spy,2015,TV-Y7,42,Action,7.2
In from the Cold,2008,TV-MA,118,Action,6.6
The Day the Earth Stood Still,2021,PG-13,100,Drama,6.5
Smokin' Aces,2021,TV-14,98,Drama,6.7
Unknown,2020,PG-13,98,Action,6.3
An Easy Girl,2019,TV-MA,102,Comedy,6.5
The Ghost Writer,2017,R,132,Drama,6.2
What's Wrong with Secretary Kim,2021,PG-13,110,Action,5.5
Tomorrow,1997,R,111,Action,6.2
Undercover,1975,R,30,Comedy,8.8
In the Tall Grass,2017,TV-PG,313,Crime,7.2
Finding 'Ohana,2012,TV-MA,103,Action,6.3
Pretty Hard Cases,2019,PG-13,53,Drama,7.9
Julie and the Phantoms,2022,TV-MA,42,Action,6.2
Live by Night,2008,TV-MA,104,Adventure,5.5
Last Man Down,2006,PG-13,108,Action,6.6
Someone Great,2011,R,113,Action,6.8
Lost Girls,2019,PG-13,92,Comedy,5.6
Pine Gap,2010,TV-MA,128,Crime,7.2
Karppi,2018,PG-13,60,Comedy,8.1
The Midnight Gospel,2022,TV-G,60,Action,7.8
Snabba Cash,2019,TV-14,50,Crime,7.8
Fresh Meat,2012,TV-MA,,Animation,8.4
Thunder Force,2019,TV-MA,101,Horror,5.4
Fear Street: Part Three - 1666,2021,TV-MA,123,Action,6.1
Limitless,2021,PG,,Comedy,6.5
Alba,2020,TV-14,,Adventure,8.4
Blockbuster,2016,TV-G,129,Action,6.4
Young Wallander,2021,R,87,Action,4.3
Greenleaf,2019,R,92,Comedy,6.1
The Silence,2020,R,95,Crime,6.1
Rumor Has It...,2018,R,360,Drama,7.1
Malcolm X,2018,TV-MA,45,Crime,7.3
The Great Gatsby,2020,TV-MA,23,Animation,8.2
Red Riding Hood,2021,TV-MA,52,Action,7.6
Devilman: Crybaby,2011,TV-MA,50,Comedy,7.8
Salvation,2021,TV-MA,106,Action,4.5
Black Spot,2021,PG-13,114,Horror,6.6
Slumberland,2015,R,42,Comedy,7.6
Hell's Kitchen,2021,TV-14,50,Drama,6.4
Violet Evergarden,2020,,,Crime,6.9
Two Summers,2016,TV-MA,60,Drama,7.4
Hot Girls Wanted,2019,TV-14,90,Drama,5.3
Klaus,2005,PG-13,97,Comedy,5.5
Boyka: Undisputed,1992,PG-13,202,Biography,7.7
Before I Wake,1974,PG-13,144,Drama,6.4
Fenced In,2011,PG,100,Fantasy,5.4
Love & Anarchy,2018,PG-13,25,Animation,7.6
Sheng Wang: Sweet and Juicy,2017,TV-MA,43,Drama,6.9
Spinning Out,2017,TV-14,52,Crime,7.4
Horse Girl,2005,PG,42,Game,7.1
Love & Gelato,2018,TV-14,101,Drama,6.8
Ezel,2018,TV-MA,24,Animation,8.4
Operation Finale,2022,TV-14,45,Drama,6.8
Wanderlust,2015,TV-MA,84,Documentary,6.1
Start-Up,2019,TV-MA,96,Animation,8.1
To the Bone,2016,PG,86,Action,6.9
The Red Sea Diving Resort,2016,R,97,Drama,6.2
Troy: Fall of a City,2022,PG-13,110,Comedy,4.4
The Infiltrator,2020,TV-MA,30,Comedy,7.4
Hotel Transylvania 3: Summer Vacation,2022,TV-MA,60,Comedy,7.7
Cable Girls,2020,,48,Drama,7.6
You Get Me,2022,TV-MA,50,Crime,6.8
The Perfection,2020,TV-MA,103,Drama,5.9
Isekai Ojisan,2022,R,110,Comedy,5.1
The K2,2009,TV-14,90,Crime,8.7
Mat Kilau,2018,TV-14,122,Biography,6.6
Anon,2018,PG-13,60,Drama,7
Super Dark Times,2020,TV-MA,80,Comedy,8
Malevolent,2017,TV-14,107,Drama,6.8
"See No Evil, Hear No Evil",2019,TV-MA,129,Drama,6.6
She-Ra and the Princesses of Power,2018,TV-MA,60,Action,3.9
The Gift,2016,TV-MA,127,Biography,7
The War of the Worlds,2018,R,97,Animation,6.3
Hotel Del Luna,2017,PG,50,Drama,7.5
The Tinder Swindler,2017,TV-14,89,Crime,4.7
World on Fire,2018,TV-MA,90,Drama,6.2
The King: Eternal Monarch,2022,TV-MA,24,Animation,7.4
Rust and Bone,2016,TV-MA,60,Drama,7.8
22-Jul,2022,TV-14,117,Action,5.8
Baby,2018,,100,Crime,6.1
The SpongeBob Movie: Sponge on the Run,2017,TV-MA,103,Crime,6.6
Dumbo,2018,Not Rated,89,Horror,4.8
Jaadugar,1989,TV-MA,103,Comedy,6.8
You People,2018,R,30,Animation,7.9
Alexa & Katie,2019,TV-Y7-FV,40,Drama,7
The Painted Veil,2019,TV-MA,48,Drama,5.1
That Time I Got Reincarnated as a Slime,2019,TV-14,80,Action,8.1
Deadly Class,2022,,114,Documentary,7.1
Dangerous,2019,TV-MA,57,Drama,7.2
